,Latitude,Longitude,School Name,School Address,School Rating
184,30.342125,-97.46214,Neidig Elementary School,"13700 County Line Road, Elgin, TX  78621",2
185,30.351706,-97.86869,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10
186,30.221994,-97.697508,Baty Elementary School,"2101 Faro Drive, Austin, TX  78741",3
187,30.412427,-97.487085,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5
188,30.205857,-97.993837,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8
189,30.293917,-97.722423,Lee Elementary School,"3308 Hampton Road, Austin, TX  78705",8
190,30.102453,-97.715634,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3
191,30.277218,-97.822718,Forest Trail Elementary School,"1203 South Capital of Texas Highway, West Lake Hills, TX  78746",10
192,30.331093,-97.984181,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8
193,30.502291,-97.611439,Forest Creek Elementary School,"3805 Forest Creek Drive, Round Rock, TX  78664",7
194,30.211595,-97.884089,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9
195,30.434277,-97.813068,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10
196,30.312342,-97.915063,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
197,30.42414,-97.770521,Kathy Caraway Elementary School,"11104 Oak View Drive, Austin, TX  78759",8
198,30.499245,-97.75848,Patsy Sommer Elementary School,"16200 Avery Ranch Boulevard, Austin, TX  78717",10
199,30.225636,-97.930387,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10
200,30.365201,-97.947601,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7
201,30.46751,-97.777781,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5
202,30.162735,-97.830184,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4
203,30.275142,-97.687216,Sims Elementary School,"1203 Springdale Road, Austin, TX  78721",3
204,30.472371,-97.635489,Windermere Elementary School,"1101 Picadilly Drive, Pflugerville, TX  78660",7
205,30.301989,-97.889661,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
206,30.248169,-97.927411,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10
207,30.126537,-97.595949,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3
208,30.345993,-97.984056,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8
209,30.073727,-97.641486,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3
210,30.362823,-97.727361,Pillow Elementary School,"3025 Crosscreek Drive, Austin, TX  78757",4
211,30.409537,-97.778461,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10
212,30.367713,-97.946765,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7
213,30.41307,-97.734227,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6
214,30.154854,-97.835661,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9
215,30.257982,-97.564298,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2
216,30.324023,-97.875768,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
217,30.204762,-97.849337,Boone Elementary School,"8101 Croftwood Drive, Austin, TX  78749",8
218,30.302388,-97.486288,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
219,30.375024,-97.647878,Pioneer Crossing Elementary School,"11300 Samsung Boulevard, Austin, TX  78754",6
220,30.281806,-97.509946,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
221,30.292588,-97.688935,Sims Elementary School,"1203 Springdale Road, Austin, TX  78721",3
222,30.39459,-97.803899,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10
223,30.308927,-97.89547,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
224,30.497203,-97.893085,Westside Elementary School,"300 Ryan Jordan Lane, Cedar Park, TX  78613",8
225,30.192445,-97.936777,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8
226,30.322246,-97.543391,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
227,30.354862,-97.985449,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8
228,30.310654,-97.923462,River Ridge Elementary School,"12900 Tierra Grande Trail, Austin, TX  78732",10
229,30.439951,-97.635437,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5
230,30.289209,-97.819391,Forest Trail Elementary School,"1203 South Capital of Texas Highway, West Lake Hills, TX  78746",10
231,30.22624,-97.630832,Govalle Elementary School,"3601 Del Valle Street, Austin, TX  78617",1
232,30.360134,-97.63848,Pioneer Crossing Elementary School,"11300 Samsung Boulevard, Austin, TX  78754",6
233,30.297615,-97.76511,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10
234,30.470705,-97.778021,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5
235,30.122444,-97.830406,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5
236,30.326024,-97.765082,Highland Park Elementary School,"4900 Fairview Drive, Austin, TX  78731",9
237,30.142666,-97.598715,Del Valle Elementary School,"5400 Ross Road, Travis County, TX  78617",3
238,30.127313,-97.627132,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3
239,30.317786,-97.831816,Valley View Elementary School,"360 Loop Court, Austin, TX  78746",9
240,30.488584,-97.580731,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5
241,30.296466,-97.811094,Eanes Elementary School,"4101 Bee Cave Road, West Lake Hills, TX  78746",10
242,30.545721,-97.80662,Block House Creek Elementary School,"401 Creek Run Drive, Leander, TX  78641",7
243,30.150327,-97.737989,Palm Elementary School,"7601 Dixie Drive, Austin, TX  78744",6
244,30.372195,-97.730648,Pillow Elementary School,"3025 Crosscreek Drive, Austin, TX  78757",4
245,30.129177,-97.646425,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3
246,30.298609,-97.482155,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
247,30.347232,-97.954902,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9
248,30.165527,-97.766492,Perez Elementary School,"7500 South Pleasant Valley Road, Austin, TX  78744",4
249,30.355006,-97.889229,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10
250,30.425188,-97.813231,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10
251,30.410545,-97.936304,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7
252,30.473703,-97.655205,Caldwell Elementary School,"1718 Picadilly Drive, Round Rock, TX  78664",6
253,30.36074,-97.734999,Pillow Elementary School,"3025 Crosscreek Drive, Austin, TX  78757",4
254,30.433745,-97.629473,Timmerman Elementary School,"700 West Pecan Street, Pflugerville, TX  78660",5
255,30.34326,-97.998592,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8
256,30.245106,-97.558013,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2
257,30.304101,-97.688652,Blanton Elementary School,"5408 Westminster Drive, Austin, TX  78723",5
258,30.405197,-97.924198,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7
259,30.340076,-97.813207,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10
260,30.234128,-97.585467,Joseph Gilbert Elementary School,"5412 Gilbert Road, Austin, TX  78724",4
261,30.228638,-97.954872,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8
262,30.136723,-97.661962,Popham Elementary School,"7014 Elroy Road, Austin, TX  78617",3
263,30.519695,-97.712518,Fern Bluff Elementary School,"17815 Park Valley Drive, Round Rock, TX  78681",10
264,30.13817,-97.553373,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4
265,30.291211,-97.89989,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
266,30.485808,-97.548504,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9
267,30.115179,-97.67404,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3
268,30.416286,-97.691808,River Oaks Elementary School,"12401 Scofield Farms Drive, Austin, TX  78758",5
269,30.474404,-97.566496,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9
270,30.114086,-97.704758,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3
271,30.406867,-97.629768,Dessau Elementary School,"1501 Dessau Ridge Lane, Austin, TX  78754",5
272,30.182429,-97.860524,Kiker Elementary School,"5913 La Crosse Avenue, Austin, TX  78739",10
273,30.347164,-97.690333,Hart Elementary School,"8301 Furness Drive, Austin, TX  78753",7
274,30.281308,-97.935216,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10
275,30.136692,-97.5809,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4
276,30.302261,-97.47866,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
